,時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
58,2022-07-02 11:30:00,90,85,55,45,30,25,15,30,5,Saturday,False
59,2022-07-02 11:45:00,80,70,50,45,30,25,20,15,5,Saturday,False
60,2022-07-02 12:00:00,90,60,55,40,25,25,30,20,5,Saturday,False
61,2022-07-02 12:15:00,100,60,50,40,25,25,20,20,5,Saturday,False
62,2022-07-02 12:30:00,100,60,60,40,35,25,25,15,5,Saturday,False
63,2022-07-02 12:45:00,100,65,50,40,35,25,30,20,5,Saturday,False
64,2022-07-02 13:00:00,90,65,45,40,35,25,20,35,5,Saturday,False
65,2022-07-02 13:15:00,90,70,50,40,40,20,25,20,5,Saturday,False
66,2022-07-02 13:30:00,85,70,55,40,35,25,30,20,5,Saturday,False
67,2022-07-02 13:45:00,90,70,55,35,35,25,20,20,5,Saturday,False
68,2022-07-02 14:00:00,90,70,55,35,35,30,25,25,5,Saturday,False
69,2022-07-02 14:15:00,80,65,50,35,35,30,35,30,5,Saturday,False
70,2022-07-02 14:30:00,80,65,50,40,35,30,20,30,5,Saturday,False
71,2022-07-02 14:45:00,80,60,50,40,35,25,35,20,5,Saturday,False
72,2022-07-02 15:00:00,75,60,50,40,30,20,35,30,5,Saturday,False
73,2022-07-02 15:15:00,75,60,45,40,30,25,20,30,5,Saturday,False
74,2022-07-02 15:30:00,75,65,45,40,30,20,30,30,5,Saturday,False
75,2022-07-02 15:45:00,75,65,45,30,25,25,35,30,5,Saturday,False
76,2022-07-02 16:00:00,70,65,50,25,20,25,25,20,5,Saturday,False
77,2022-07-02 16:15:00,70,80,50,25,20,25,30,30,5,Saturday,False
78,2022-07-02 16:30:00,90,80,50,25,20,15,20,30,5,Saturday,False
79,2022-07-02 16:45:00,95,60,50,25,20,15,25,30,5,Saturday,False
80,2022-07-02 17:00:00,95,60,45,30,5,20,20,30,5,Saturday,False
81,2022-07-02 17:15:00,90,50,45,35,5,20,35,15,5,Saturday,False
82,2022-07-02 17:30:00,90,50,45,30,20,15,20,15,5,Saturday,False
83,2022-07-02 17:45:00,85,70,50,25,20,15,30,40,5,Saturday,False
84,2022-07-02 18:00:00,90,70,50,25,20,15,15,20,5,Saturday,False
85,2022-07-02 18:15:00,90,70,50,25,20,20,25,20,5,Saturday,False
86,2022-07-02 18:30:00,95,70,50,25,10,25,30,20,5,Saturday,False
87,2022-07-02 18:45:00,90,55,45,25,5,20,15,20,5,Saturday,False
88,2022-07-02 19:00:00,85,55,45,25,5,10,25,15,5,Saturday,False
89,2022-07-02 19:15:00,85,55,50,25,5,5,30,15,5,Saturday,False
90,2022-07-02 19:30:00,80,55,40,20,5,15,15,20,5,Saturday,False
91,2022-07-02 19:45:00,70,60,45,20,5,15,0,15,5,Saturday,False
92,2022-07-02 20:00:00,70,60,50,15,5,15,0,15,5,Saturday,False
93,2022-07-02 20:15:00,0,60,50,20,5,5,0,20,5,Saturday,False
94,2022-07-02 20:30:00,0,0,0,20,5,5,0,20,5,Saturday,False
95,2022-07-02 20:45:00,0,0,0,20,5,5,0,20,5,Saturday,False
96,2022-07-03 09:00:00,120,110,5,0,25,10,0,0,6,Sunday,False
97,2022-07-03 09:15:00,120,120,70,0,30,5,0,0,6,Sunday,False
98,2022-07-03 09:30:00,120,110,70,5,30,25,0,0,6,Sunday,False
99,2022-07-03 09:45:00,110,110,80,20,30,25,0,0,6,Sunday,False
100,2022-07-03 10:00:00,100,90,80,40,30,20,10,5,6,Sunday,False
101,2022-07-03 10:15:00,90,80,80,50,30,15,20,20,6,Sunday,False
102,2022-07-03 10:30:00,70,60,75,55,20,20,30,20,6,Sunday,False
103,2022-07-03 10:45:00,70,60,70,50,20,20,15,20,6,Sunday,False
104,2022-07-03 11:00:00,70,60,55,45,20,20,20,20,6,Sunday,False
105,2022-07-03 11:15:00,70,60,50,40,20,20,30,15,6,Sunday,False
106,2022-07-03 11:30:00,75,50,45,40,20,20,15,20,6,Sunday,False
107,2022-07-03 11:45:00,75,45,50,40,20,20,25,15,6,Sunday,False
108,2022-07-03 12:00:00,70,40,50,40,25,15,30,20,6,Sunday,False
109,2022-07-03 12:15:00,70,55,60,40,25,20,20,15,6,Sunday,False
110,2022-07-03 12:30:00,70,55,60,40,15,25,25,15,6,Sunday,False
111,2022-07-03 12:45:00,70,55,55,40,15,25,30,15,6,Sunday,False
112,2022-07-03 13:00:00,60,55,60,30,15,25,20,15,6,Sunday,False
113,2022-07-03 13:15:00,55,55,60,30,20,25,30,15,6,Sunday,False
114,2022-07-03 13:30:00,55,55,60,35,20,15,30,15,6,Sunday,False
115,2022-07-03 13:45:00,65,50,60,40,15,15,20,15,6,Sunday,False
116,2022-07-03 14:00:00,65,50,60,30,15,20,30,20,6,Sunday,False
117,2022-07-03 14:15:00,60,60,50,30,15,15,15,20,6,Sunday,False
118,2022-07-03 14:30:00,65,60,60,40,35,20,15,20,6,Sunday,False
119,2022-07-03 14:45:00,70,60,60,40,35,30,30,25,6,Sunday,False
120,2022-07-03 15:00:00,70,55,60,30,20,25,15,25,6,Sunday,False
121,2022-07-03 15:15:00,60,55,60,30,20,20,20,20,6,Sunday,False
122,2022-07-03 15:30:00,55,55,45,30,20,20,30,25,6,Sunday,False
123,2022-07-03 15:45:00,50,40,50,25,20,15,15,15,6,Sunday,False
124,2022-07-03 16:00:00,55,40,40,25,15,15,25,15,6,Sunday,False
125,2022-07-03 16:15:00,55,40,40,25,10,15,30,20,6,Sunday,False
126,2022-07-03 16:30:00,55,40,55,25,10,15,15,20,6,Sunday,False
127,2022-07-03 16:45:00,55,60,50,20,10,15,20,20,6,Sunday,False
128,2022-07-03 17:00:00,50,60,45,15,10,20,30,20,6,Sunday,False
129,2022-07-03 17:15:00,50,60,50,20,10,10,15,15,6,Sunday,False
130,2022-07-03 17:30:00,50,45,45,25,10,5,20,30,6,Sunday,False
131,2022-07-03 17:45:00,50,50,45,20,10,5,20,30,6,Sunday,False
132,2022-07-03 18:00:00,55,50,50,20,10,10,15,20,6,Sunday,False
133,2022-07-03 18:15:00,50,45,50,15,10,10,25,15,6,Sunday,False
134,2022-07-03 18:30:00,50,45,50,15,10,10,30,15,6,Sunday,False
135,2022-07-03 18:45:00,50,40,40,15,5,10,15,20,6,Sunday,False
136,2022-07-03 19:00:00,40,40,40,15,5,10,25,20,6,Sunday,False
137,2022-07-03 19:15:00,40,40,35,20,5,5,15,15,6,Sunday,False
138,2022-07-03 19:30:00,45,35,45,15,10,5,20,15,6,Sunday,False
139,2022-07-03 19:45:00,45,40,45,15,10,5,0,15,6,Sunday,False
140,2022-07-03 20:00:00,45,40,50,15,5,5,0,15,6,Sunday,False
141,2022-07-03 20:15:00,45,40,0,15,5,5,0,15,6,Sunday,False
142,2022-07-03 20:30:00,0,35,0,10,5,5,0,20,6,Sunday,False
143,2022-07-03 20:45:00,0,10,0,10,5,5,0,15,6,Sunday,False
144,2022-07-04 09:00:00,60,60,45,5,5,5,0,0,0,Monday,False
145,2022-07-04 09:15:00,80,70,40,15,10,5,0,0,0,Monday,False
146,2022-07-04 09:30:00,75,60,45,20,5,5,0,0,0,Monday,False
147,2022-07-04 09:45:00,65,45,50,25,5,5,0,0,0,Monday,False
148,2022-07-04 10:00:00,50,45,40,30,5,5,10,15,0,Monday,False
149,2022-07-04 10:15:00,45,25,40,25,20,5,20,15,0,Monday,False
150,2022-07-04 10:30:00,60,45,35,20,10,10,30,15,0,Monday,False
151,2022-07-04 10:45:00,55,45,40,20,10,10,15,20,0,Monday,False
152,2022-07-04 11:00:00,40,45,40,15,10,5,20,20,0,Monday,False
153,2022-07-04 11:15:00,50,30,35,15,20,10,30,20,0,Monday,False
154,2022-07-04 11:30:00,45,35,35,15,20,10,15,20,0,Monday,False
155,2022-07-04 11:45:00,30,35,35,15,5,10,20,15,0,Monday,False
156,2022-07-04 12:00:00,35,30,35,15,5,15,15,15,0,Monday,False
157,2022-07-04 12:15:00,50,30,40,10,5,15,15,20,0,Monday,False
158,2022-07-04 12:30:00,50,30,40,10,5,5,25,15,0,Monday,False
159,2022-07-04 12:45:00,40,30,35,15,5,5,15,20,0,Monday,False
160,2022-07-04 13:00:00,40,30,40,15,10,5,15,15,0,Monday,False
161,2022-07-04 13:15:00,35,45,30,10,5,5,25,0,0,Monday,False
162,2022-07-04 13:30:00,40,35,25,10,5,5,15,0,0,Monday,False
163,2022-07-04 13:45:00,40,35,30,10,5,5,20,15,0,Monday,False
164,2022-07-04 14:00:00,35,35,30,10,5,10,25,20,0,Monday,False
165,2022-07-04 14:15:00,30,45,30,10,5,10,15,15,0,Monday,False
166,2022-07-04 14:30:00,40,45,35,5,5,10,20,15,0,Monday,False
167,2022-07-04 14:45:00,45,40,30,5,20,10,30,15,0,Monday,False
168,2022-07-04 15:00:00,40,35,30,10,20,5,15,15,0,Monday,False
169,2022-07-04 15:15:00,35,30,30,15,5,5,25,15,0,Monday,False
170,2022-07-04 15:30:00,30,25,30,10,5,5,25,15,0,Monday,False
171,2022-07-04 15:45:00,30,30,30,10,5,5,15,20,0,Monday,False
172,2022-07-04 16:00:00,35,35,20,10,0,5,20,15,0,Monday,False
173,2022-07-04 16:15:00,35,35,35,5,0,5,30,20,0,Monday,False
174,2022-07-04 16:30:00,30,35,35,5,0,5,15,20,0,Monday,False
175,2022-07-04 16:45:00,30,35,35,5,0,5,20,20,0,Monday,False
176,2022-07-04 17:00:00,30,30,35,5,0,5,15,20,0,Monday,False
177,2022-07-04 17:15:00,30,30,40,5,0,5,15,15,0,Monday,False
178,2022-07-04 17:30:00,30,30,30,5,0,5,20,20,0,Monday,False
179,2022-07-04 17:45:00,35,30,35,5,10,5,30,20,0,Monday,False
180,2022-07-04 18:00:00,40,35,40,5,10,5,15,15,0,Monday,False
181,2022-07-04 18:15:00,40,30,35,5,20,5,25,15,0,Monday,False
182,2022-07-04 18:30:00,30,30,35,5,5,5,30,15,0,Monday,False
183,2022-07-04 18:45:00,25,30,35,5,15,5,20,15,0,Monday,False
184,2022-07-04 19:00:00,30,25,30,5,15,5,20,15,0,Monday,False
185,2022-07-04 19:15:00,30,20,30,5,10,5,15,15,0,Monday,False
186,2022-07-04 19:30:00,30,20,40,5,10,5,15,20,0,Monday,False
187,2022-07-04 19:45:00,30,30,40,5,10,5,0,20,0,Monday,False
188,2022-07-04 20:00:00,30,30,45,5,5,5,0,20,0,Monday,False
189,2022-07-04 20:15:00,30,25,45,5,5,5,0,20,0,Monday,False
190,2022-07-04 20:30:00,30,15,30,5,5,5,0,15,0,Monday,False
191,2022-07-04 20:45:00,30,15,0,5,5,5,0,0,0,Monday,False
192,2022-07-05 09:00:00,90,70,60,10,20,5,0,0,1,Tuesday,False
193,2022-07-05 09:15:00,80,60,60,30,10,5,0,0,1,Tuesday,False
194,2022-07-05 09:30:00,80,65,50,40,10,15,0,0,1,Tuesday,False
195,2022-07-05 09:45:00,75,60,55,35,15,15,0,0,1,Tuesday,False
196,2022-07-05 10:00:00,75,50,60,35,20,25,5,15,1,Tuesday,False
197,2022-07-05 10:15:00,65,45,65,35,20,25,25,15,1,Tuesday,False
198,2022-07-05 10:30:00,65,45,55,35,30,25,30,15,1,Tuesday,False
199,2022-07-05 10:45:00,60,45,50,40,35,30,15,20,1,Tuesday,False
200,2022-07-05 11:00:00,55,40,45,40,35,30,25,20,1,Tuesday,False
201,2022-07-05 11:15:00,50,40,40,40,40,30,30,20,1,Tuesday,False
202,2022-07-05 11:30:00,50,45,40,30,30,30,15,20,1,Tuesday,False
203,2022-07-05 11:45:00,50,45,40,25,25,25,25,20,1,Tuesday,False
204,2022-07-05 12:00:00,55,45,50,30,25,25,30,20,1,Tuesday,False
205,2022-07-05 12:15:00,60,45,50,40,25,25,15,15,1,Tuesday,False
206,2022-07-05 12:30:00,65,40,55,40,30,30,25,20,1,Tuesday,False
207,2022-07-05 12:45:00,45,40,55,35,30,30,30,15,1,Tuesday,False
208,2022-07-05 13:00:00,60,45,55,35,30,30,15,20,1,Tuesday,False
209,2022-07-05 13:15:00,65,45,55,35,30,25,30,15,1,Tuesday,False
210,2022-07-05 13:30:00,65,45,55,30,30,30,15,15,1,Tuesday,False
211,2022-07-05 13:45:00,65,40,60,35,25,30,20,20,1,Tuesday,False
212,2022-07-05 14:00:00,60,50,45,35,25,30,15,20,1,Tuesday,False
213,2022-07-05 14:15:00,50,55,40,30,25,30,20,15,1,Tuesday,False
214,2022-07-05 14:30:00,60,55,55,35,35,35,20,25,1,Tuesday,False
215,2022-07-05 14:45:00,65,50,55,40,35,30,25,20,1,Tuesday,False
216,2022-07-05 15:00:00,70,50,50,35,25,30,30,25,1,Tuesday,False
217,2022-07-05 15:15:00,70,50,50,35,25,25,20,20,1,Tuesday,False
218,2022-07-05 15:30:00,55,45,50,30,20,25,30,15,1,Tuesday,False
219,2022-07-05 15:45:00,55,45,45,30,20,25,15,20,1,Tuesday,False
220,2022-07-05 16:00:00,60,45,50,30,15,20,20,20,1,Tuesday,False
221,2022-07-05 16:15:00,60,50,40,30,10,20,30,20,1,Tuesday,False
222,2022-07-05 16:30:00,65,50,60,30,15,20,15,20,1,Tuesday,False
223,2022-07-05 16:45:00,65,50,65,20,15,15,30,20,1,Tuesday,False
224,2022-07-05 17:00:00,65,45,60,20,10,20,30,20,1,Tuesday,False
225,2022-07-05 17:15:00,75,60,55,25,10,20,30,15,1,Tuesday,False
226,2022-07-05 17:30:00,65,60,55,25,10,15,25,20,1,Tuesday,False
227,2022-07-05 17:45:00,65,60,50,25,10,15,30,25,1,Tuesday,False
228,2022-07-05 18:00:00,65,60,50,25,20,20,15,20,1,Tuesday,False
229,2022-07-05 18:15:00,65,50,50,30,20,15,25,20,1,Tuesday,False
230,2022-07-05 18:30:00,70,50,50,30,15,15,30,20,1,Tuesday,False
231,2022-07-05 18:45:00,70,45,50,20,10,10,30,15,1,Tuesday,False
232,2022-07-05 19:00:00,70,45,50,20,5,5,30,15,1,Tuesday,False
233,2022-07-05 19:15:00,70,50,50,20,5,5,30,15,1,Tuesday,False
234,2022-07-05 19:30:00,70,50,50,25,5,5,20,15,1,Tuesday,False
235,2022-07-05 19:45:00,70,45,50,25,5,5,0,15,1,Tuesday,False
236,2022-07-05 20:00:00,0,45,65,15,5,5,0,20,1,Tuesday,False
237,2022-07-05 20:15:00,0,0,0,15,5,5,0,20,1,Tuesday,False
238,2022-07-05 20:30:00,0,0,0,15,5,5,0,20,1,Tuesday,False
239,2022-07-05 20:45:00,0,0,0,0,5,5,0,0,1,Tuesday,False
240,2022-07-06 09:00:00,60,60,5,20,10,5,0,0,2,Wednesday,False
241,2022-07-06 09:15:00,55,45,40,20,5,5,0,0,2,Wednesday,False
242,2022-07-06 09:30:00,55,45,40,20,5,5,0,0,2,Wednesday,False
243,2022-07-06 09:45:00,55,45,40,25,5,5,0,0,2,Wednesday,False
244,2022-07-06 10:00:00,50,40,35,25,5,10,30,15,2,Wednesday,False
245,2022-07-06 10:15:00,45,40,35,25,5,15,20,15,2,Wednesday,False
246,2022-07-06 10:30:00,45,30,40,25,5,10,30,20,2,Wednesday,False
247,2022-07-06 10:45:00,45,30,40,15,5,10,15,20,2,Wednesday,False
248,2022-07-06 11:00:00,40,25,35,15,5,5,25,15,2,Wednesday,False
249,2022-07-06 11:15:00,40,30,35,15,5,5,30,15,2,Wednesday,False
250,2022-07-06 11:30:00,35,30,35,10,5,5,15,20,2,Wednesday,False
251,2022-07-06 11:45:00,35,30,40,10,5,5,25,15,2,Wednesday,False
252,2022-07-06 12:00:00,30,30,35,10,5,5,30,15,2,Wednesday,False
253,2022-07-06 12:15:00,30,30,35,10,5,5,15,20,2,Wednesday,False
254,2022-07-06 12:30:00,30,25,35,10,5,5,25,20,2,Wednesday,False
255,2022-07-06 12:45:00,30,25,40,10,10,5,30,20,2,Wednesday,False
256,2022-07-06 13:00:00,30,35,40,10,10,5,15,15,2,Wednesday,False
257,2022-07-06 13:15:00,40,40,35,10,5,5,25,15,2,Wednesday,False
258,2022-07-06 13:30:00,35,40,35,5,5,5,15,5,2,Wednesday,False
259,2022-07-06 13:45:00,35,35,35,5,5,5,25,15,2,Wednesday,False
260,2022-07-06 14:00:00,30,25,35,5,5,5,25,15,2,Wednesday,False
261,2022-07-06 14:15:00,30,35,40,5,5,5,15,15,2,Wednesday,False
262,2022-07-06 14:30:00,35,35,35,5,5,5,25,20,2,Wednesday,False
263,2022-07-06 14:45:00,40,35,35,5,15,5,30,20,2,Wednesday,False
264,2022-07-06 15:00:00,40,30,25,5,10,5,20,15,2,Wednesday,False
265,2022-07-06 15:15:00,30,30,25,5,5,5,30,15,2,Wednesday,False
266,2022-07-06 15:30:00,30,25,25,5,5,5,30,20,2,Wednesday,False
267,2022-07-06 15:45:00,25,25,30,5,5,5,25,15,2,Wednesday,False
268,2022-07-06 16:00:00,20,25,25,5,5,5,20,20,2,Wednesday,False
269,2022-07-06 16:15:00,20,30,25,5,10,5,30,20,2,Wednesday,False
270,2022-07-06 16:30:00,30,30,30,5,10,5,20,20,2,Wednesday,False
271,2022-07-06 16:45:00,30,25,35,5,10,5,20,15,2,Wednesday,False
272,2022-07-06 17:00:00,25,25,35,5,5,5,30,20,2,Wednesday,False
273,2022-07-06 17:15:00,30,25,30,5,5,5,15,15,2,Wednesday,False
274,2022-07-06 17:30:00,35,25,30,5,5,5,20,20,2,Wednesday,False
275,2022-07-06 17:45:00,25,30,30,5,5,5,30,20,2,Wednesday,False
276,2022-07-06 18:00:00,25,30,30,5,10,5,15,15,2,Wednesday,False
277,2022-07-06 18:15:00,25,25,30,5,10,5,25,15,2,Wednesday,False
278,2022-07-06 18:30:00,25,20,20,5,10,5,30,15,2,Wednesday,False
279,2022-07-06 18:45:00,25,15,15,5,5,5,15,15,2,Wednesday,False
280,2022-07-06 19:00:00,25,15,15,5,5,5,30,15,2,Wednesday,False
281,2022-07-06 19:15:00,25,15,20,5,10,5,15,15,2,Wednesday,False
282,2022-07-06 19:30:00,25,20,15,5,5,5,15,15,2,Wednesday,False
283,2022-07-06 19:45:00,25,30,25,5,5,5,0,15,2,Wednesday,False
284,2022-07-06 20:00:00,25,30,35,5,5,5,0,15,2,Wednesday,False
285,2022-07-06 20:15:00,25,25,30,5,5,5,0,15,2,Wednesday,False
286,2022-07-06 20:30:00,25,25,30,5,5,5,0,25,2,Wednesday,False
287,2022-07-06 20:45:00,25,0,0,5,5,5,0,0,2,Wednesday,False
288,2022-07-07 09:00:00,70,55,50,25,15,5,0,0,3,Thursday,False
289,2022-07-07 09:15:00,70,55,45,20,10,5,0,0,3,Thursday,False
290,2022-07-07 09:30:00,60,45,40,20,5,5,0,0,3,Thursday,False
291,2022-07-07 09:45:00,60,45,40,20,5,5,0,0,3,Thursday,False
292,2022-07-07 10:00:00,55,40,35,20,5,5,5,5,3,Thursday,False
293,2022-07-07 10:15:00,50,40,35,15,5,10,20,15,3,Thursday,False
294,2022-07-07 10:30:00,40,35,35,20,5,10,30,15,3,Thursday,False
295,2022-07-07 10:45:00,40,30,35,25,5,10,20,15,3,Thursday,False
296,2022-07-07 11:00:00,35,30,35,30,5,10,20,15,3,Thursday,False
297,2022-07-07 11:15:00,35,30,35,30,5,10,15,15,3,Thursday,False
298,2022-07-07 11:30:00,40,35,40,25,5,15,15,20,3,Thursday,False
299,2022-07-07 11:45:00,45,35,45,15,5,15,25,20,3,Thursday,False
300,2022-07-07 12:00:00,40,30,45,10,5,15,30,20,3,Thursday,False
301,2022-07-07 12:15:00,40,35,40,25,5,10,20,20,3,Thursday,False
302,2022-07-07 12:30:00,35,35,40,15,5,10,25,15,3,Thursday,False
303,2022-07-07 12:45:00,35,35,40,15,5,5,30,20,3,Thursday,False
304,2022-07-07 13:00:00,40,40,30,15,5,10,15,20,3,Thursday,False
305,2022-07-07 13:15:00,45,35,30,10,5,10,25,20,3,Thursday,False
306,2022-07-07 13:30:00,45,40,30,10,5,10,30,20,3,Thursday,False
307,2022-07-07 13:45:00,40,30,30,15,5,10,30,20,3,Thursday,False
308,2022-07-07 14:00:00,40,35,30,15,15,10,25,20,3,Thursday,False
309,2022-07-07 14:15:00,40,35,30,15,15,5,15,20,3,Thursday,False
310,2022-07-07 14:30:00,45,45,35,15,15,5,20,20,3,Thursday,False
311,2022-07-07 14:45:00,45,35,40,15,10,5,30,20,3,Thursday,False
312,2022-07-07 15:00:00,40,30,35,20,10,10,15,15,3,Thursday,False
313,2022-07-07 15:15:00,35,35,35,20,5,5,30,20,3,Thursday,False
314,2022-07-07 15:30:00,35,35,35,10,5,5,25,15,3,Thursday,False
315,2022-07-07 15:45:00,40,35,30,10,5,5,20,15,3,Thursday,False
316,2022-07-07 16:00:00,40,35,20,10,5,5,25,15,3,Thursday,False
317,2022-07-07 16:15:00,40,35,30,10,5,5,30,15,3,Thursday,False
318,2022-07-07 16:30:00,40,35,35,10,5,5,20,15,3,Thursday,False
319,2022-07-07 16:45:00,35,35,35,10,5,5,25,20,3,Thursday,False
320,2022-07-07 17:00:00,35,35,30,10,5,5,30,20,3,Thursday,False
321,2022-07-07 17:15:00,50,35,30,10,5,5,20,20,3,Thursday,False
322,2022-07-07 17:30:00,40,35,25,10,5,5,25,15,3,Thursday,False
323,2022-07-07 17:45:00,40,35,30,10,5,5,30,15,3,Thursday,False
324,2022-07-07 18:00:00,35,40,30,10,5,10,20,15,3,Thursday,False
325,2022-07-07 18:15:00,45,35,30,10,5,10,25,15,3,Thursday,False
326,2022-07-07 18:30:00,45,35,30,10,15,10,30,15,3,Thursday,False
327,2022-07-07 18:45:00,40,30,30,10,20,10,15,15,3,Thursday,False
328,2022-07-07 19:00:00,40,30,25,10,20,10,25,15,3,Thursday,False
329,2022-07-07 19:15:00,35,30,25,10,20,5,15,20,3,Thursday,False
330,2022-07-07 19:30:00,40,30,35,10,5,5,20,20,3,Thursday,False
331,2022-07-07 19:45:00,40,30,40,10,5,5,0,20,3,Thursday,False
332,2022-07-07 20:00:00,50,30,40,10,5,5,0,20,3,Thursday,False
333,2022-07-07 20:15:00,45,30,45,10,5,5,0,15,3,Thursday,False
334,2022-07-07 20:30:00,35,25,40,15,5,5,0,15,3,Thursday,False
335,2022-07-07 20:45:00,0,0,0,10,5,5,0,0,3,Thursday,False
336,2022-07-08 09:00:00,80,70,50,35,20,5,0,0,4,Friday,False
337,2022-07-08 09:15:00,80,75,60,45,20,5,0,0,4,Friday,False
338,2022-07-08 09:30:00,75,65,60,35,0,15,0,0,4,Friday,False
339,2022-07-08 09:45:00,65,65,60,35,0,35,0,0,4,Friday,False
340,2022-07-08 10:00:00,65,65,55,45,0,30,5,5,4,Friday,False
341,2022-07-08 10:15:00,70,55,55,45,0,20,25,15,4,Friday,False
342,2022-07-08 10:30:00,70,45,55,40,0,25,30,20,4,Friday,False
343,2022-07-08 10:45:00,60,45,55,40,0,25,15,20,4,Friday,False
344,2022-07-08 11:00:00,65,45,50,40,0,25,25,20,4,Friday,False
